"","id","Time.results.were.received","MD5.hash.of.participant's.IP.address","Controller.name","Item.number","Element.number","Type","Item","Field.name","rep.equation","RT.equation","completion","RT.completion","res.equation","cor.equation","NP1.completion","nbr.completion","cor.completion","halfsession","helpsession","typeverbe","prompt","vtype","equation","NombreNP1","comp.graph","age.x","age.y","age_cent","age"
"11","10",1558705402,"09a9464379103c068344d8d1307521d8","completion",33,0,"stat_low","12","in","54","12574","sont très accueillants.","20765","15","-0.5","pl","pl","0.5",-0.5,11,"stat","high",-0.5,-0.5,0.5,1,NA,25,-0.64710281153949,NA
"12","10",1558705402,"09a9464379103c068344d8d1307521d8","completion",32,0,"percep_low","11","in","136","63147","s'affairaient comme des abeilles.","16813","136","0.5","pl","pl","0.5",-0.5,12,"percep","high",0.5,-0.5,0.5,1,NA,25,-0.64710281153949,NA
"13","10",1558705402,"09a9464379103c068344d8d1307521d8","completion",21,0,"stat_high","6","in","36","4912","sont agités ce matin.","15536","36","0.5","pl","pl","0.5",-0.5,13,"stat","low",-0.5,0.5,0.5,1,NA,25,-0.64710281153949,NA
"14","10",1558705402,"09a9464379103c068344d8d1307521d8","completion",37,0,"stat_low","14","in","105","17166","l'ont opérée l'an dernier.","17045","105","0.5","pl","pl","0.5",-0.5,14,"stat","high",-0.5,-0.5,0.5,1,NA,25,-0.64710281153949,NA
"15","10",1558705402,"09a9464379103c068344d8d1307521d8","completion",24,0,"percep_high","7","in","56","11121","se plaignaient de sa violence verbale.","21102","56","0.5","sg","pl","-0.5",-0.5,15,"percep","low",0.5,0.5,-0.5,0,NA,25,-0.64710281153949,NA
"16","10",1558705402,"09a9464379103c068344d8d1307521d8","completion",12,0,"percep_high","1","in","20","4451","s'occupe de leurs contrats.","13963","20","0.5","sg","sg","0.5",-0.5,16,"percep","low",0.5,0.5,-0.5,1,NA,25,-0.64710281153949,NA
"17","10",1558705402,"09a9464379103c068344d8d1307521d8","completion",17,0,"stat_high","4","in","4","4311","avaient organisé un karaoké improvisé.","21640","4","0.5","pl","pl","0.5",-0.5,17,"stat","low",-0.5,0.5,0.5,1,NA,25,-0.64710281153949,NA
"18","10",1558705402,"09a9464379103c068344d8d1307521d8","completion",40,0,"percep_low","15","in","56","8400","couchait avec une stagiaire.","15592","56","0.5","sg","sg","0.5",-0.5,18,"percep","high",0.5,-0.5,-0.5,1,NA,25,-0.64710281153949,NA
"19","10",1558705402,"09a9464379103c068344d8d1307521d8","completion",16,0,"percep_high","3","in","64","11842","témoignaient pour l'enquête.","18645","64","0.5","pl","pl","0.5",-0.5,19,"percep","low",0.5,0.5,0.5,1,NA,25,-0.64710281153949,NA
"20","10",1558705402,"09a9464379103c068344d8d1307521d8","completion",28,0,"percep_high","9","in","56","7812","marche en peignoir de soie dans la rue.","22900","98","-0.5","pl","sg","-0.5",-0.5,20,"percep","low",0.5,0.5,0.5,0,NA,25,-0.64710281153949,NA
"21","100",1567523811,"5b9999bf897878cb4ef33c40197908dc","completion",12,0,"percep_low","1","in","44","8779","Arrivait","13285","44","0.5","sg","sg","0.5",0.5,1,"percep","high",0.5,-0.5,-0.5,1,NA,39,0.178812226012697,NA
"22","100",1567523811,"5b9999bf897878cb4ef33c40197908dc","completion",48,0,"percep_high","19","in","60","6307","Operait","9689","60","0.5","sg","sg","0.5",0.5,2,"percep","low",0.5,0.5,-0.5,1,NA,39,0.178812226012697,NA
"23","100",1567523811,"5b9999bf897878cb4ef33c40197908dc","completion",28,0,"percep_low","9","in","54","15065","En parlait","9404","54","0.5","pl","sg","-0.5",0.5,3,"percep","high",0.5,-0.5,0.5,0,NA,39,0.178812226012697,NA
"24","100",1567523811,"5b9999bf897878cb4ef33c40197908dc","completion",13,0,"stat_low","2","in","40","9036","Cherchaient des preuves","16476","40","0.5","pl","pl","0.5",0.5,4,"stat","high",-0.5,-0.5,0.5,1,NA,39,0.178812226012697,NA
"25","100",1567523811,"5b9999bf897878cb4ef33c40197908dc","completion",24,0,"percep_low","7","in","49","5942","Passait","8479","49","0.5","sg","sg","0.5",0.5,5,"percep","high",0.5,-0.5,-0.5,1,NA,39,0.178812226012697,NA
"26","100",1567523811,"5b9999bf897878cb4ef33c40197908dc","completion",36,0,"percep_high","13","in","39","9848","Detournaient des fonds","12552","39","0.5","pl","pl","0.5",0.5,6,"percep","low",0.5,0.5,0.5,1,NA,39,0.178812226012697,NA
"27","100",1567523811,"5b9999bf897878cb4ef33c40197908dc","completion",40,0,"percep_high","15","in","70","6324","Pleurait","9801","70","0.5","sg","sg","0.5",0.5,7,"percep","low",0.5,0.5,-0.5,1,NA,39,0.178812226012697,NA
"28","100",1567523811,"5b9999bf897878cb4ef33c40197908dc","completion",17,0,"stat_low","4","in","22","7372","Avaient de la place","13776","22","0.5","pl","pl","0.5",0.5,8,"stat","high",-0.5,-0.5,0.5,1,NA,39,0.178812226012697,NA
"29","100",1567523811,"5b9999bf897878cb4ef33c40197908dc","completion",41,0,"stat_high","16","in","56","6185","N avaient pas le choix","31326","56","0.5","pl","pl","0.5",0.5,9,"stat","low",-0.5,0.5,0.5,1,NA,39,0.178812226012697,NA
"30","100",1567523811,"5b9999bf897878cb4ef33c40197908dc","completion",49,0,"stat_high","20","in","28","5635","Lui avait proposé","17491","28","0.5","sg","sg","0.5",0.5,10,"stat","low",-0.5,0.5,-0.5,1,NA,39,0.178812226012697,NA
"31","100",1567523811,"5b9999bf897878cb4ef33c40197908dc","completion",37,0,"stat_high","14","in","16","4258","Est malade","8076","16","0.5","pl","sg","-0.5",-0.5,11,"stat","low",-0.5,0.5,0.5,0,NA,39,0.178812226012697,NA
"32","100",1567523811,"5b9999bf897878cb4ef33c40197908dc","completion",29,0,"stat_low","10","in","126","13761","Est mort","14203","126","0.5","sg","sg","0.5",-0.5,12,"stat","high",-0.5,-0.5,-0.5,1,NA,39,0.178812226012697,NA
"33","100",1567523811,"5b9999bf897878cb4ef33c40197908dc","completion",25,0,"stat_low","8","in","96","11115","Avaient une grande chambre","15330","96","0.5","pl","pl","0.5",-0.5,13,"stat","high",-0.5,-0.5,0.5,1,NA,39,0.178812226012697,NA
"34","100",1567523811,"5b9999bf897878cb4ef33c40197908dc","completion",16,0,"percep_low","3","in","104","13775","Realisaient un podcast","18926","104","0.5","pl","pl","0.5",-0.5,14,"percep","high",0.5,-0.5,0.5,1,NA,39,0.178812226012697,NA
"35","100",1567523811,"5b9999bf897878cb4ef33c40197908dc","completion",45,0,"stat_high","18","in","105","10296","Le trompait","9291","105","0.5","sg","sg","0.5",-0.5,15,"stat","low",-0.5,0.5,-0.5,1,NA,39,0.178812226012697,NA
"36","100",1567523811,"5b9999bf897878cb4ef33c40197908dc","completion",44,0,"percep_high","17","in","12","4118","Applaudissaient","10327","12","0.5","pl","pl","0.5",-0.5,16,"percep","low",0.5,0.5,0.5,1,NA,39,0.178812226012697,NA
"37","100",1567523811,"5b9999bf897878cb4ef33c40197908dc","completion",33,0,"stat_high","12","in","10","4476","Lui ont proposé","10596","10","0.5","pl","pl","0.5",-0.5,17,"stat","low",-0.5,0.5,0.5,1,NA,39,0.178812226012697,NA
"38","100",1567523811,"5b9999bf897878cb4ef33c40197908dc","completion",21,0,"stat_low","6","in","27","4514","Compose","9623","27","0.5","pl","sg","-0.5",-0.5,18,"stat","high",-0.5,-0.5,0.5,0,NA,39,0.178812226012697,NA
"39","100",1567523811,"5b9999bf897878cb4ef33c40197908dc","completion",20,0,"percep_low","5","in","63","9302","Parlait","9649","63","0.5","sg","sg","0.5",-0.5,19,"percep","high",0.5,-0.5,-0.5,1,NA,39,0.178812226012697,NA
"40","100",1567523811,"5b9999bf897878cb4ef33c40197908dc","completion",32,0,"percep_high","11","in","26","7841","Déjeunaient","9551","26","0.5","pl","pl","0.5",-0.5,20,"percep","low",0.5,0.5,0.5,1,NA,39,0.178812226012697,NA
"41","101",1567524464,"3718457563a51e54c280c7cd32d11126","completion",33,0,"stat_high","12","in","10 ","13039","Surveillent ","29997","10","-0.5","pl","pl","0.5",0.5,1,"stat","low",-0.5,0.5,0.5,1,NA,68,1.8896362323708,NA
"42","101",1567524464,"3718457563a51e54c280c7cd32d11126","completion",40,0,"percep_high","15","in","70","11260","Surveille ","43166","70","0.5","sg","sg","0.5",0.5,2,"percep","low",0.5,0.5,-0.5,1,NA,68,1.8896362323708,NA
"43","101",1567524464,"3718457563a51e54c280c7cd32d11126","completion",16,0,"percep_low","3","in","104 ","24759","S'entraîne ","41449","104","-0.5","pl","sg","-0.5",0.5,3,"percep","high",0.5,-0.5,0.5,0,NA,68,1.8896362323708,NA
"44","101",1567524464,"3718457563a51e54c280c7cd32d11126","completion",28,0,"percep_low","9","in","54","11380","Travaillaient","57283","54","0.5","pl","pl","0.5",0.5,4,"percep","high",0.5,-0.5,0.5,1,NA,68,1.8896362323708,NA
"45","101",1567524464,"3718457563a51e54c280c7cd32d11126","completion",24,0,"percep_low","7","in","49 ","11724","Sont à l'université ","22278","49","-0.5","sg","pl","-0.5",0.5,5,"percep","high",0.5,-0.5,-0.5,0,NA,68,1.8896362323708,NA
"46","101",1567524464,"3718457563a51e54c280c7cd32d11126","completion",45,0,"stat_high","18","in","105 ","18499","Faisaientggrève ","39786","105","-0.5","sg","pl","-0.5",0.5,6,"stat","low",-0.5,0.5,-0.5,0,NA,68,1.8896362323708,NA
"47","101",1567524464,"3718457563a51e54c280c7cd32d11126","completion",17,0,"stat_low","4","in","22","8909","Participaient aux noces ","28302","22","0.5","pl","pl","0.5",0.5,7,"stat","high",-0.5,-0.5,0.5,1,NA,68,1.8896362323708,NA
"48","101",1567524464,"3718457563a51e54c280c7cd32d11126","completion",36,0,"percep_high","13","in","39","11538","A démissionné ","24207","39","0.5","pl","sg","-0.5",0.5,8,"percep","low",0.5,0.5,0.5,0,NA,68,1.8896362323708,NA
"49","101",1567524464,"3718457563a51e54c280c7cd32d11126","completion",32,0,"percep_high","11","in","26 ","11558","Était présente ","28132","26","-0.5","pl","sg","-0.5",0.5,9,"percep","low",0.5,0.5,0.5,0,NA,68,1.8896362323708,NA
"50","101",1567524464,"3718457563a51e54c280c7cd32d11126","completion",20,0,"percep_low","5","in","63","11645","Dormaient","47256","63","0.5","sg","pl","-0.5",0.5,10,"percep","high",0.5,-0.5,-0.5,0,NA,68,1.8896362323708,NA
"51","101",1567524464,"3718457563a51e54c280c7cd32d11126","completion",29,0,"stat_low","10","in","126 ","27751","Naviguaient ","37190","126","-0.5","sg","pl","-0.5",-0.5,11,"stat","high",-0.5,-0.5,-0.5,0,NA,68,1.8896362323708,NA
"52","101",1567524464,"3718457563a51e54c280c7cd32d11126","completion",37,0,"stat_high","14","in","16 ","9424","Defile ","20422","16","-0.5","pl","sg","-0.5",-0.5,12,"stat","low",-0.5,0.5,0.5,0,NA,68,1.8896362323708,NA
"53","101",1567524464,"3718457563a51e54c280c7cd32d11126","completion",13,0,"stat_low","2","in","40","9399","Joue ","15953","40","0.5","pl","sg","-0.5",-0.5,13,"stat","high",-0.5,-0.5,0.5,0,NA,68,1.8896362323708,NA
"54","101",1567524464,"3718457563a51e54c280c7cd32d11126","completion",41,0,"stat_high","16","in","56 ","12392","Gouverne ","13263","56","-0.5","pl","sg","-0.5",-0.5,14,"stat","low",-0.5,0.5,0.5,0,NA,68,1.8896362323708,NA
"55","101",1567524464,"3718457563a51e54c280c7cd32d11126","completion",48,0,"percep_high","19","in","60","11643","Défilent ","13410","60","0.5","sg","pl","-0.5",-0.5,15,"percep","low",0.5,0.5,-0.5,0,NA,68,1.8896362323708,NA
"56","101",1567524464,"3718457563a51e54c280c7cd32d11126","completion",44,0,"percep_high","17","in","12","9290","Chante ","18475","12","0.5","pl","sg","-0.5",-0.5,16,"percep","low",0.5,0.5,0.5,0,NA,68,1.8896362323708,NA
"57","101",1567524464,"3718457563a51e54c280c7cd32d11126","completion",12,0,"percep_low","1","in","44","7335","Sont sur scène ","22016","44","0.5","sg","pl","-0.5",-0.5,17,"percep","high",0.5,-0.5,-0.5,0,NA,68,1.8896362323708,NA
"58","101",1567524464,"3718457563a51e54c280c7cd32d11126","completion",21,0,"stat_low","6","in","27 ","9986","Joue ","15955","27","-0.5","pl","sg","-0.5",-0.5,18,"stat","high",-0.5,-0.5,0.5,0,NA,68,1.8896362323708,NA
"59","101",1567524464,"3718457563a51e54c280c7cd32d11126","completion",25,0,"stat_low","8","in","96 ","15742","Jouaient avec elle ","44173","96","-0.5","pl","pl","0.5",-0.5,19,"stat","high",-0.5,-0.5,0.5,1,NA,68,1.8896362323708,NA
"60","101",1567524464,"3718457563a51e54c280c7cd32d11126","completion",49,0,"stat_high","20","in","28","10316","... ","21512","28","0.5","sg","sg","0.5",-0.5,20,"stat","low",-0.5,0.5,-0.5,1,NA,68,1.8896362323708,NA
"61","102",1567529147,"b78a73e4e943d34fec2832a77e1692a0","completion",48,0,"percep_high","19","in","60","5303","est en blouse ","21020","60","0.5","sg","sg","0.5",0.5,1,"percep","low",0.5,0.5,-0.5,1,NA,25,-0.64710281153949,NA
"62","102",1567529147,"b78a73e4e943d34fec2832a77e1692a0","completion",40,0,"percep_high","15","in","70","3486","s'entrainent","62173","70","0.5","sg","pl","-0.5",0.5,2,"percep","low",0.5,0.5,-0.5,0,NA,25,-0.64710281153949,NA
"63","102",1567529147,"b78a73e4e943d34fec2832a77e1692a0","completion",16,0,"percep_low","3","in","104","10076","monte","7250","104","0.5","pl","sg","-0.5",0.5,3,"percep","high",0.5,-0.5,0.5,0,NA,25,-0.64710281153949,NA
"64","102",1567529147,"b78a73e4e943d34fec2832a77e1692a0","completion",44,0,"percep_high","17","in","12","2877","est mort","10554","12","0.5","pl","sg","-0.5",0.5,4,"percep","low",0.5,0.5,0.5,0,NA,25,-0.64710281153949,NA
"65","102",1567529147,"b78a73e4e943d34fec2832a77e1692a0","completion",28,0,"percep_low","9","in","54","5662","est blond","13013","54","0.5","pl","sg","-0.5",0.5,5,"percep","high",0.5,-0.5,0.5,0,NA,25,-0.64710281153949,NA
"66","102",1567529147,"b78a73e4e943d34fec2832a77e1692a0","completion",12,0,"percep_low","1","in","44","3863","se prenomment bboy","13391","44","0.5","sg","pl","-0.5",0.5,6,"percep","high",0.5,-0.5,-0.5,0,NA,25,-0.64710281153949,NA
"67","102",1567529147,"b78a73e4e943d34fec2832a77e1692a0","completion",20,0,"percep_low","5","in","63","13200","sont en troisieme annee","11378","63","0.5","sg","pl","-0.5",0.5,7,"percep","high",0.5,-0.5,-0.5,0,NA,25,-0.64710281153949,NA
"68","102",1567529147,"b78a73e4e943d34fec2832a77e1692a0","completion",36,0,"percep_high","13","in","39","6199","font de l'evasion fiscale","22906","39","0.5","pl","pl","0.5",0.5,8,"percep","low",0.5,0.5,0.5,1,NA,25,-0.64710281153949,NA
"69","102",1567529147,"b78a73e4e943d34fec2832a77e1692a0","completion",32,0,"percep_high","11","in","26","5544","se maquillent","9400","26","0.5","pl","pl","0.5",0.5,9,"percep","low",0.5,0.5,0.5,1,NA,25,-0.64710281153949,NA
"70","102",1567529147,"b78a73e4e943d34fec2832a77e1692a0","completion",33,0,"stat_high","12","in","10","3063","ont 10 ans d'experience","13265","10","0.5","pl","pl","0.5",0.5,10,"stat","low",-0.5,0.5,0.5,1,NA,25,-0.64710281153949,NA
"71","102",1567529147,"b78a73e4e943d34fec2832a77e1692a0","completion",25,0,"stat_low","8","in","96","6567","sont majeures","8318","96","0.5","pl","pl","0.5",-0.5,11,"stat","high",-0.5,-0.5,0.5,1,NA,25,-0.64710281153949,NA
"72","102",1567529147,"b78a73e4e943d34fec2832a77e1692a0","completion",41,0,"stat_high","16","in","56","5835","l'ont trahi","7728","56","0.5","pl","pl","0.5",-0.5,12,"stat","low",-0.5,0.5,0.5,1,NA,25,-0.64710281153949,NA
"73","102",1567529147,"b78a73e4e943d34fec2832a77e1692a0","completion",13,0,"stat_low","2","in","40","3626","sont a son compte","15144","40","0.5","pl","pl","0.5",-0.5,13,"stat","high",-0.5,-0.5,0.5,1,NA,25,-0.64710281153949,NA
"74","102",1567529147,"b78a73e4e943d34fec2832a77e1692a0","completion",45,0,"stat_high","18","in","105","6380","s'appelle marine","13913","105","0.5","sg","sg","0.5",-0.5,14,"stat","low",-0.5,0.5,-0.5,1,NA,25,-0.64710281153949,NA
"75","102",1567529147,"b78a73e4e943d34fec2832a77e1692a0","completion",17,0,"stat_low","4","in","22","3504","sont sympas","6841","22","0.5","pl","pl","0.5",-0.5,15,"stat","high",-0.5,-0.5,0.5,1,NA,25,-0.64710281153949,NA
"76","102",1567529147,"b78a73e4e943d34fec2832a77e1692a0","completion",21,0,"stat_low","6","in","27","3457","sont blonds","12484","27","0.5","pl","pl","0.5",-0.5,16,"stat","high",-0.5,-0.5,0.5,1,NA,25,-0.64710281153949,NA
"77","102",1567529147,"b78a73e4e943d34fec2832a77e1692a0","completion",24,0,"percep_low","7","in","49","3271","sait chanter","22968","49","0.5","sg","sg","0.5",-0.5,17,"percep","high",0.5,-0.5,-0.5,1,NA,25,-0.64710281153949,NA
"78","102",1567529147,"b78a73e4e943d34fec2832a77e1692a0","completion",29,0,"stat_low","10","in","126","12608","est grand","11577","126","0.5","sg","sg","0.5",-0.5,18,"stat","high",-0.5,-0.5,-0.5,1,NA,25,-0.64710281153949,NA
"79","102",1567529147,"b78a73e4e943d34fec2832a77e1692a0","completion",49,0,"stat_high","20","in","28","5548","se prenomme charles","13288","28","0.5","sg","sg","0.5",-0.5,19,"stat","low",-0.5,0.5,-0.5,1,NA,25,-0.64710281153949,NA
"80","102",1567529147,"b78a73e4e943d34fec2832a77e1692a0","completion",37,0,"stat_high","14","in","16","2809","sont eux aussi connus","11097","16","0.5","pl","pl","0.5",-0.5,20,"stat","low",-0.5,0.5,0.5,1,NA,25,-0.64710281153949,NA
"81","103",1567534016,"8c9327be5b2c57c7698ac7efda24347f","completion",48,0,"percep_high","19","in","60","4266","cuisinait un cadavre exquis","18590","60","0.5","sg","sg","0.5",0.5,1,"percep","low",0.5,0.5,-0.5,1,NA,22,-0.824084605300673,NA
"82","103",1567534016,"8c9327be5b2c57c7698ac7efda24347f","completion",44,0,"percep_high","17","in","12","4848","réclamaient son attention afin de se sentir aimés par une figure identifiée à une idôle","26691","12","0.5","pl","pl","0.5",0.5,2,"percep","low",0.5,0.5,0.5,1,NA,22,-0.824084605300673,NA
"83","103",1567534016,"8c9327be5b2c57c7698ac7efda24347f","completion",12,0,"percep_low","1","in","44","2609","portent des gillets jaunes sur les ronds-points à 3h du matin le samedi","22946","44","0.5","sg","pl","-0.5",0.5,3,"percep","high",0.5,-0.5,-0.5,0,NA,22,-0.824084605300673,NA
"84","103",1567534016,"8c9327be5b2c57c7698ac7efda24347f","completion",32,0,"percep_high","11","in","26","3157","est meconnaissable sous cette couche de peinture","52375","26","0.5","pl","sg","-0.5",0.5,4,"percep","low",0.5,0.5,0.5,0,NA,22,-0.824084605300673,NA
"85","103",1567534016,"8c9327be5b2c57c7698ac7efda24347f","completion",20,0,"percep_low","5","in","63","3858","se plaignait de leur amorphisme ce vendredi%2C lendemain d'une longue soirée arrosée","25477","63","0.5","sg","sg","0.5",0.5,5,"percep","high",0.5,-0.5,-0.5,1,NA,22,-0.824084605300673,NA
"86","103",1567534016,"8c9327be5b2c57c7698ac7efda24347f","completion",24,0,"percep_low","7","in","49","2633","chassait de la MILF lors de la réuniln parents-profs","23650","49","0.5","sg","sg","0.5",0.5,6,"percep","high",0.5,-0.5,-0.5,1,NA,22,-0.824084605300673,NA
"87","103",1567534016,"8c9327be5b2c57c7698ac7efda24347f","completion",36,0,"percep_high","13","in","39","4758","%2C comme à leur habitude%2C détournaient l'argent du peuple","16443","39","0.5","pl","pl","0.5",0.5,7,"percep","low",0.5,0.5,0.5,1,NA,22,-0.824084605300673,NA
"88","103",1567534016,"8c9327be5b2c57c7698ac7efda24347f","completion",40,0,"percep_high","15","in","70","2523","s'est pris un ","13740","70","0.5","sg","sg","0.5",0.5,8,"percep","low",0.5,0.5,-0.5,1,NA,22,-0.824084605300673,NA
"89","103",1567534016,"8c9327be5b2c57c7698ac7efda24347f","completion",17,0,"stat_low","4","in","22","4121","ont vomi partout","14910","22","0.5","pl","pl","0.5",0.5,9,"stat","high",-0.5,-0.5,0.5,1,NA,22,-0.824084605300673,NA
"90","103",1567534016,"8c9327be5b2c57c7698ac7efda24347f","completion",37,0,"stat_high","14","in","16","3756","s'inquiètent de son anorexie. Il serait peut-être temps de penser à ce qu'on met dans la tête des jeunes filles","39676","16","0.5","pl","pl","0.5",0.5,10,"stat","low",-0.5,0.5,0.5,1,NA,22,-0.824084605300673,NA
"91","103",1567534016,"8c9327be5b2c57c7698ac7efda24347f","completion",49,0,"stat_high","20","in","14","3506","manque cruellement d'imagination pour cette phrase","44296","28","-0.5","sg","sg","0.5",-0.5,11,"stat","low",-0.5,0.5,-0.5,1,NA,22,-0.824084605300673,NA
"92","103",1567534016,"8c9327be5b2c57c7698ac7efda24347f","completion",28,0,"percep_low","9","in","54","5162","travaillent dur pour satisfaire l'ego démesuré de leur patron projeté sur ses quelques plantes","38867","54","0.5","pl","pl","0.5",-0.5,13,"percep","high",0.5,-0.5,0.5,1,NA,22,-0.824084605300673,NA
"93","103",1567534016,"8c9327be5b2c57c7698ac7efda24347f","completion",45,0,"stat_high","18","in","105","10458","se représentait un peu trop sa gow au lit","21074","105","0.5","sg","sg","0.5",-0.5,14,"stat","low",-0.5,0.5,-0.5,1,NA,22,-0.824084605300673,NA
"94","103",1567534016,"8c9327be5b2c57c7698ac7efda24347f","completion",16,0,"percep_low","3","in","104","19057","paie ses amis pour rester avec lui ","31923","104","0.5","pl","sg","-0.5",-0.5,15,"percep","high",0.5,-0.5,0.5,0,NA,22,-0.824084605300673,NA
"95","103",1567534016,"8c9327be5b2c57c7698ac7efda24347f","completion",29,0,"stat_low","10","in","126","7979","s'en allaient à la pêche aux moules%2C moules%2C moules","20062","126","0.5","sg","pl","-0.5",-0.5,16,"stat","high",-0.5,-0.5,-0.5,0,NA,22,-0.824084605300673,NA
"96","103",1567534016,"8c9327be5b2c57c7698ac7efda24347f","completion",41,0,"stat_high","16","in","56","9692","n'ont agi que par manque de jugement et de lucidité","66592","56","0.5","pl","pl","0.5",-0.5,17,"stat","low",-0.5,0.5,0.5,1,NA,22,-0.824084605300673,NA
"97","103",1567534016,"8c9327be5b2c57c7698ac7efda24347f","completion",25,0,"stat_low","8","in","96","12489","font trop de bruit et fument des pétards ","37999","96","0.5","pl","pl","0.5",-0.5,18,"stat","high",-0.5,-0.5,0.5,1,NA,22,-0.824084605300673,NA
"98","103",1567534016,"8c9327be5b2c57c7698ac7efda24347f","completion",13,0,"stat_low","2","in","4p","3341","étaient outrés des accusations de harcèlement à son encontre. Son rôle est d'acheter le silence de la plaignante","45176","40","-0.5","pl","pl","0.5",-0.5,20,"stat","high",-0.5,-0.5,0.5,1,NA,22,-0.824084605300673,NA
"99","104",1567536707,"5cee0b5c0683f5b9bf6d417284f03e2c","completion",13,0,"stat_low","2","in","40","24133","Tourne un film","24952","40","0.5","pl","sg","-0.5",0.5,1,"stat","high",-0.5,-0.5,0.5,0,NA,58,1.29969691983352,NA
"100","104",1567536707,"5cee0b5c0683f5b9bf6d417284f03e2c","completion",16,0,"percep_low","3","in","104","35374","Court","8914","104","0.5","pl","sg","-0.5",0.5,2,"percep","high",0.5,-0.5,0.5,0,NA,58,1.29969691983352,NA
"101","104",1567536707,"5cee0b5c0683f5b9bf6d417284f03e2c","completion",33,0,"stat_high","12","in","10","9425","Est absent aujourd’hui ","21274","10","0.5","pl","sg","-0.5",0.5,3,"stat","low",-0.5,0.5,0.5,0,NA,58,1.29969691983352,NA
"102","104",1567536707,"5cee0b5c0683f5b9bf6d417284f03e2c","completion",12,0,"percep_low","1","in","44","8523","Passent au zenith","13027","44","0.5","sg","pl","-0.5",0.5,4,"percep","high",0.5,-0.5,-0.5,0,NA,58,1.29969691983352,NA
"103","104",1567536707,"5cee0b5c0683f5b9bf6d417284f03e2c","completion",20,0,"percep_low","5","in","63","6957","Font leur rentree","10210","63","0.5","sg","pl","-0.5",0.5,5,"percep","high",0.5,-0.5,-0.5,0,NA,58,1.29969691983352,NA
"104","104",1567536707,"5cee0b5c0683f5b9bf6d417284f03e2c","completion",36,0,"percep_high","13","in","39","10662","Va demissioner","10402","39","0.5","pl","sg","-0.5",0.5,6,"percep","low",0.5,0.5,0.5,0,NA,58,1.29969691983352,NA
"105","104",1567536707,"5cee0b5c0683f5b9bf6d417284f03e2c","completion",45,0,"stat_high","18","in","85","19386","Travaillent dans les bureaux","40533","105","-0.5","sg","pl","-0.5",0.5,7,"stat","low",-0.5,0.5,-0.5,0,NA,58,1.29969691983352,NA
