"","id","Time","MD5.hash","task","Ordre","seq","Condition","Item","in","rep.equation","RT.equation","completion","RT.completion","res.equation","cor.equation","nbr.NP1","nbr.comp","attachment","halfsession","helpsession","verbetype","prompt","vtype","prime","amount.cor.equation","age"
"12",2,1580120356,"09d319a6aeafb8a61058a106445e0220","completion",16,0,"stat_high","3","in","59","13766","avaient un peu de temps libre","9854","59",1,"pl","pl",1,1,12,"stat","high",0,1,16,"23"
"13",2,1580120356,"09d319a6aeafb8a61058a106445e0220","completion",28,0,"stat_high","9","in","57","24118","ne le respectait plus","10485","57",1,"sg","sg",1,1,13,"stat","high",0,1,16,"23"
"14",2,1580120356,"09d319a6aeafb8a61058a106445e0220","completion",48,0,"stat_high","19","in","59","10965","lui avait offert à  boire","9925","59",1,"sg","sg",1,1,14,"stat","high",0,1,16,"23"
"15",2,1580120356,"09d319a6aeafb8a61058a106445e0220","completion",12,0,"stat_high","1","in","59","7054","étaient réceptifs","12542","59",1,"pl","pl",1,1,15,"stat","high",0,1,16,"23"
"16",2,1580120356,"09d319a6aeafb8a61058a106445e0220","completion",33,0,"stat_low","12","in","104","9622","faisait passer ses clients avant tout","16893","104",1,"sg","sg",1,1,16,"stat","low",0,0,16,"23"
"17",2,1580120356,"09d319a6aeafb8a61058a106445e0220","completion",17,0,"stat_low","4","in","93","11878","faisaient un travail remarquable","13229","93",1,"pl","pl",1,1,17,"stat","low",0,0,16,"23"
"18",2,1580120356,"09d319a6aeafb8a61058a106445e0220","completion",13,0,"stat_low","2","in","126","9926","allaient beaucoup plus vite que lui","11925","116",0,"pl","pl",1,1,18,"stat","low",0,0,16,"23"
"19",2,1580120356,"09d319a6aeafb8a61058a106445e0220","completion",37,0,"stat_low","14","in","108","10822","était à  l'avant de la parade","14870","108",1,"sg","sg",1,1,19,"stat","low",0,0,16,"23"
"20",2,1580120356,"09d319a6aeafb8a61058a106445e0220","completion",45,0,"stat_low","18","in","99","9494","avaient joué dans le dernier film de Spielberg","54029","99",1,"sg","pl",0,1,20,"stat","low",0,0,16,"23"
"21",3,1580146670,"af3ac6bb9c9a717a43876b97fd6bd8e1","completion",39,0,"stat_low","15","in","96","14001","avaient oublié de récupérer la clef chez leur père avant son voyage.","41749","96",1,"pl","pl",1,0,1,"stat","low",0,0,20,"19"
"22",3,1580146670,"af3ac6bb9c9a717a43876b97fd6bd8e1","completion",27,0,"stat_low","9","in","95","11621","ne lui rendait pas la vie facile","18078","95",1,"sg","sg",1,0,2,"stat","low",0,0,20,"19"
"23",3,1580146670,"af3ac6bb9c9a717a43876b97fd6bd8e1","completion",46,0,"stat_high","18","in","69","12893","avaient un bon rendu","30501","69",1,"sg","pl",0,0,3,"stat","high",0,1,20,"19"
"24",3,1580146670,"af3ac6bb9c9a717a43876b97fd6bd8e1","completion",11,0,"stat_low","1","in","111","10381","l'accusait de viol","19597","111",1,"pl","sg",0,0,4,"stat","low",0,0,20,"19"
"25",3,1580146670,"af3ac6bb9c9a717a43876b97fd6bd8e1","completion",38,0,"stat_high","14","in","80","16293","avaient détruit son étalage","26525","80",1,"sg","pl",0,0,5,"stat","high",0,1,20,"19"
"26",3,1580146670,"af3ac6bb9c9a717a43876b97fd6bd8e1","completion",26,0,"stat_high","8","in","58","15597","avaient saccagé son amphi","26534","58",1,"sg","pl",0,0,6,"stat","high",0,1,20,"19"
"27",3,1580146670,"af3ac6bb9c9a717a43876b97fd6bd8e1","completion",35,0,"stat_low","13","in","96","7852","lui avaient fait bonne impression","33109","96",1,"sg","pl",0,0,7,"stat","low",0,0,20,"19"
"28",3,1580146670,"af3ac6bb9c9a717a43876b97fd6bd8e1","completion",43,0,"stat_low","17","in","98","6269","s'occupe des finances","27749","98",1,"pl","sg",0,0,8,"stat","low",0,0,20,"19"
"29",3,1580146670,"af3ac6bb9c9a717a43876b97fd6bd8e1","completion",22,0,"stat_high","6","in","70","19765","l'avaient blessé","41357","70",1,"pl","pl",1,0,9,"stat","high",0,1,20,"19"
"30",3,1580146670,"af3ac6bb9c9a717a43876b97fd6bd8e1","completion",18,0,"stat_high","4","in","55","16085","avait chantée au restaurant hier soir","67725","55",1,"pl","sg",0,1,10,"stat","high",0,1,20,"19"
"31",3,1580146670,"af3ac6bb9c9a717a43876b97fd6bd8e1","completion",42,0,"stat_high","16","in","55","14854","lui a offert sa première croisià¨re ","62230","55",1,"pl","sg",0,1,11,"stat","high",0,1,20,"19"
"32",3,1580146670,"af3ac6bb9c9a717a43876b97fd6bd8e1","completion",23,0,"stat_low","7","in","108","26509","lui a permis de monter sur scène pour la premià¨re fois","49909","108",1,"pl","sg",0,1,12,"stat","low",0,0,20,"19"
"33",3,1580146670,"af3ac6bb9c9a717a43876b97fd6bd8e1","completion",14,0,"stat_high","2","in","70","23174","a gagné la médaille d'or aux jeux olympiques","29766","70",1,"pl","sg",0,1,13,"stat","high",0,1,20,"19"
"34",3,1580146670,"af3ac6bb9c9a717a43876b97fd6bd8e1","completion",19,0,"stat_low","5","in","98","8685","est décédé il y'a deux ans","19845","98",1,"pl","sg",0,1,14,"stat","low",0,0,20,"19"
"35",3,1580146670,"af3ac6bb9c9a717a43876b97fd6bd8e1","completion",34,0,"stat_high","12","in","55","12061","distribuait gratuitement des billets pour le concert","32783","55",1,"sg","sg",1,1,15,"stat","high",0,1,20,"19"
"36",3,1580146670,"af3ac6bb9c9a717a43876b97fd6bd8e1","completion",31,0,"stat_low","11","in","97","9078","disposaient d'une chambre libre","46350","97",1,"pl","pl",1,1,16,"stat","low",0,0,20,"19"
"37",3,1580146670,"af3ac6bb9c9a717a43876b97fd6bd8e1","completion",50,0,"stat_high","20","in","51","17381","lui a appris à  hisser une voile","27525","51",1,"sg","sg",1,1,17,"stat","high",0,1,20,"19"
"38",3,1580146670,"af3ac6bb9c9a717a43876b97fd6bd8e1","completion",30,0,"stat_high","10","in","55","43222","l'avait humilié","41870","55",1,"sg","sg",1,1,18,"stat","high",0,1,20,"19"
"39",3,1580146670,"af3ac6bb9c9a717a43876b97fd6bd8e1","completion",15,0,"stat_low","3","in","111","21422","lui ont ensuite proposé de rentrer visiter le jardin de la demeure","44421","111",1,"pl","pl",1,1,19,"stat","low",0,0,20,"19"
"40",3,1580146670,"af3ac6bb9c9a717a43876b97fd6bd8e1","completion",47,0,"stat_low","19","in","107","20885","l'a ensuite permis d'accéder aux loges","20814","107",1,"sg","sg",1,1,20,"stat","low",0,0,20,"19"
"41",4,1580209990,"62647282935b1ad6561063527fd39a1b","completion",20,0,"stat_high","5","in","44%2C5","72673","s'occupe de lui.","14732","81",0,"pl","sg",0,0,1,"stat","high",0,1,12,"25"
"42",4,1580209990,"62647282935b1ad6561063527fd39a1b","completion",41,0,"stat_low","16","in","101","76366","sont nouveaux.","22918","101",1,"pl","pl",1,0,2,"stat","low",0,0,12,"25"
"43",4,1580209990,"62647282935b1ad6561063527fd39a1b","completion",32,0,"stat_high","11","in","120","56606","est sont amie d'enfance.","26878","48",0,"pl","pl",1,0,3,"stat","high",0,1,12,"25"
"44",4,1580209990,"62647282935b1ad6561063527fd39a1b","completion",45,0,"stat_low","18","in","99","27156","lui a fait du charme.","23510","99",1,"sg","sg",1,0,4,"stat","low",0,0,12,"25"
"45",4,1580209990,"62647282935b1ad6561063527fd39a1b","completion",17,0,"stat_low","4","in","93","35621","la recruté le mois dernier.","43245","93",1,"pl","sg",0,0,5,"stat","low",0,0,12,"25"
"46",4,1580209990,"62647282935b1ad6561063527fd39a1b","completion",21,0,"stat_low","6","in","116","31325","l'ont torturé.","18870","116",1,"pl","pl",1,0,6,"stat","low",0,0,12,"25"
"47",4,1580209990,"62647282935b1ad6561063527fd39a1b","completion",48,0,"stat_high","19","in","119","47309","se produisent tous les samedis.","18909","59",0,"sg","pl",0,0,7,"stat","high",0,1,12,"25"
"48",4,1580209990,"62647282935b1ad6561063527fd39a1b","completion",29,0,"stat_low","10","in","103","37950","lui a demandé son numéro lundi dernier.","48726","93",0,"sg","sg",1,0,8,"stat","low",0,0,12,"25"
"49",4,1580209990,"62647282935b1ad6561063527fd39a1b","completion",28,0,"stat_high","9","in","51","56606","l'a trompé.","38846","57",0,"sg","sg",1,0,9,"stat","high",0,1,12,"25"
"50",4,1580209990,"62647282935b1ad6561063527fd39a1b","completion",44,0,"stat_high","17","in","79","48181","s'occupaient des comptes de celui ci.","49685","79",1,"pl","pl",1,1,10,"stat","high",0,1,12,"25"
"51",4,1580209990,"62647282935b1ad6561063527fd39a1b","completion",49,0,"stat_low","20","in","100","10030","est célèbre dans toute la France.","24757","100",1,"sg","sg",1,1,11,"stat","low",0,0,12,"25"
"52",4,1580209990,"62647282935b1ad6561063527fd39a1b","completion",24,0,"stat_high","7","in","70","15777","a fait le tube de l'été.","46324","70",1,"pl","sg",0,1,12,"stat","high",0,1,12,"25"
"53",4,1580209990,"62647282935b1ad6561063527fd39a1b","completion",25,0,"stat_low","8","in","83","15989","la salué ce matin.","28197","97",0,"sg","sg",1,1,13,"stat","low",0,0,12,"25"
"54",4,1580209990,"62647282935b1ad6561063527fd39a1b","completion",36,0,"stat_high","13","in","108","18398","était absent depuis plus d'un mois.","39694","72",0,"sg","sg",1,1,14,"stat","high",0,1,12,"25"
"55",4,1580209990,"62647282935b1ad6561063527fd39a1b","completion",12,0,"stat_high","1","in","59","37054","a été interrogé par la police.","34845","59",1,"pl","sg",0,1,15,"stat","high",0,1,12,"25"
"56",4,1580209990,"62647282935b1ad6561063527fd39a1b","completion",16,0,"stat_high","3","in","59","30205","a emménagé récemment. ","33462","59",1,"pl","sg",0,1,16,"stat","high",0,1,12,"25"
"57",4,1580209990,"62647282935b1ad6561063527fd39a1b","completion",13,0,"stat_low","2","in","116","25494","l'apprécie fortement.","26221","116",1,"pl","sg",0,1,17,"stat","low",0,0,12,"25"
"58",4,1580209990,"62647282935b1ad6561063527fd39a1b","completion",40,0,"stat_high","15","in","78","44709","ont fugués.","20781","75",0,"pl","pl",1,1,18,"stat","high",0,1,12,"25"
"59",4,1580209990,"62647282935b1ad6561063527fd39a1b","completion",33,0,"stat_low","12","in","104","36422","a une barbe bleue.","19894","104",1,"sg","sg",1,1,19,"stat","low",0,0,12,"25"
"60",4,1580209990,"62647282935b1ad6561063527fd39a1b","completion",37,0,"stat_low","14","in","108","19493","était très enthousiaste.","24646","108",1,"sg","sg",1,1,20,"stat","low",0,0,12,"25"
"61",5,1580217578,"a8db904469210c4b1b9ed36b4b985493","completion",47,0,"stat_low","19","in","107","17562","est cool. ","11501","107",1,"sg","sg",1,0,1,"stat","low",0,0,18,"34"
"62",5,1580217578,"a8db904469210c4b1b9ed36b4b985493","completion",18,0,"stat_high","4","in","55","14532","sont très professionnels. ","13693","55",1,"pl","pl",1,0,2,"stat","high",0,1,18,"34"
"63",5,1580217578,"a8db904469210c4b1b9ed36b4b985493","completion",26,0,"stat_high","8","in","58","18892","était présent, des croissants. ","37964","58",1,"sg","sg",1,0,3,"stat","high",0,1,18,"34"
"64",5,1580217578,"a8db904469210c4b1b9ed36b4b985493","completion",22,0,"stat_high","6","in","79","29589","étaient disproportionnées. ","21926","70",0,"pl","pl",1,0,4,"stat","high",0,1,18,"34"
"65",5,1580217578,"a8db904469210c4b1b9ed36b4b985493","completion",31,0,"stat_low","11","in","97","12509","étaient bourrés. ","18957","97",1,"pl","pl",1,0,5,"stat","low",0,0,18,"34"
"66",5,1580217578,"a8db904469210c4b1b9ed36b4b985493","completion",15,0,"stat_low","3","in","111","11189","sont russes. ","15301","111",1,"pl","pl",1,0,6,"stat","low",0,0,18,"34"
"67",5,1580217578,"a8db904469210c4b1b9ed36b4b985493","completion",35,0,"stat_low","13","in","106","10398","était timide. ","16956","96",0,"sg","sg",1,0,7,"stat","low",0,0,18,"34"
"68",5,1580217578,"a8db904469210c4b1b9ed36b4b985493","completion",42,0,"stat_high","16","in","55","22366","ne voulaient rire faire. ","21236","55",1,"pl","pl",1,0,8,"stat","high",0,1,18,"34"
"69",5,1580217578,"a8db904469210c4b1b9ed36b4b985493","completion",39,0,"stat_low","15","in","96","16852","sont très jeunes. ","14261","96",1,"pl","pl",1,0,9,"stat","low",0,0,18,"34"
"70",5,1580217578,"a8db904469210c4b1b9ed36b4b985493","completion",43,0,"stat_low","17","in","98","7781","ne savent pas travailler. ","12814","98",1,"pl","pl",1,1,10,"stat","low",0,0,18,"34"
"71",5,1580217578,"a8db904469210c4b1b9ed36b4b985493","completion",14,0,"stat_high","2","in","70","41951","étaient débutants. ","21053","70",1,"pl","pl",1,1,11,"stat","high",0,1,18,"34"
"72",5,1580217578,"a8db904469210c4b1b9ed36b4b985493","completion",11,0,"stat_low","1","in","111","7238","ne sont pas polis. ","14502","111",1,"pl","pl",1,1,12,"stat","low",0,0,18,"34"
"73",5,1580217578,"a8db904469210c4b1b9ed36b4b985493","completion",50,0,"stat_high","20","in","51","18933","était passionné et calme. ","17654","51",1,"sg","sg",1,1,13,"stat","high",0,1,18,"34"
"74",5,1580217578,"a8db904469210c4b1b9ed36b4b985493","completion",38,0,"stat_high","14","in","80","17709","était bruyant. ","11021","80",1,"sg","sg",1,1,14,"stat","high",0,1,18,"34"
"75",5,1580217578,"a8db904469210c4b1b9ed36b4b985493","completion",30,0,"stat_high","10","in","55","26176","restait impoli. ","22174","55",1,"sg","sg",1,1,15,"stat","high",0,1,18,"34"
"76",5,1580217578,"a8db904469210c4b1b9ed36b4b985493","completion",34,0,"stat_high","12","in","55","16781","lui a donné une chance d'enregistrer un morceau. ","23102","55",1,"sg","sg",1,1,16,"stat","high",0,1,18,"34"
"77",5,1580217578,"a8db904469210c4b1b9ed36b4b985493","completion",27,0,"stat_low","9","in","95","6782","n'était pas honnête. ","17134","95",1,"sg","sg",1,1,17,"stat","low",0,0,18,"34"
"78",5,1580217578,"a8db904469210c4b1b9ed36b4b985493","completion",23,0,"stat_low","7","in","108","15190","étaient concentrés. ","14742","108",1,"pl","pl",1,1,18,"stat","low",0,0,18,"34"
"79",5,1580217578,"a8db904469210c4b1b9ed36b4b985493","completion",19,0,"stat_low","5","in","98","13326","gardaient le secret médical. ","19749","98",1,"pl","pl",1,1,19,"stat","low",0,0,18,"34"
"80",5,1580217578,"a8db904469210c4b1b9ed36b4b985493","completion",46,0,"stat_high","18","in","69","9879","était compétent. ","10750","69",1,"sg","sg",1,1,20,"stat","high",0,1,18,"34"
"81",6,1580288072,"03177178d7d0f0e95ef9220a701a8d74","completion",41,0,"stat_low","16","in","101","36754","le lui ont demandé.","10860","101",1,"pl","pl",1,0,1,"stat","low",0,0,14,"25"
"82",6,1580288072,"03177178d7d0f0e95ef9220a701a8d74","completion",12,0,"stat_high","1","in","65","34411","a été accusé de viol.","13274","59",0,"pl","sg",0,0,2,"stat","high",0,1,14,"25"
"83",6,1580288072,"03177178d7d0f0e95ef9220a701a8d74","completion",32,0,"stat_high","11","in","48","19150","avaient un canapé-lit.","38629","48",1,"pl","pl",1,0,3,"stat","high",0,1,14,"25"
"84",6,1580288072,"03177178d7d0f0e95ef9220a701a8d74","completion",25,0,"stat_low","8","in","97","17805","étaient présents.","14514","97",1,"sg","pl",0,0,4,"stat","low",0,0,14,"25"
"85",6,1580288072,"03177178d7d0f0e95ef9220a701a8d74","completion",28,0,"stat_high","9","in","54","24174","n'était pas en accord avec ses opinions.","18201","57",0,"sg","sg",1,0,5,"stat","high",0,1,14,"25"
"86",6,1580288072,"03177178d7d0f0e95ef9220a701a8d74","completion",36,0,"stat_high","13","in","72","9582","font partis de l'atelier musique.","43534","72",1,"sg","pl",0,0,6,"stat","high",0,1,14,"25"
"87",6,1580288072,"03177178d7d0f0e95ef9220a701a8d74","completion",49,0,"stat_low","20","in","60","4916","a navigué durant des décennies.","40134","100",0,"sg","sg",1,0,7,"stat","low",0,0,14,"25"
"88",6,1580288072,"03177178d7d0f0e95ef9220a701a8d74","completion",13,0,"stat_low","2","in","76","10051","s'est foulé la cheville.","12045","116",0,"pl","sg",0,0,8,"stat","low",0,0,14,"25"
"89",6,1580288072,"03177178d7d0f0e95ef9220a701a8d74","completion",48,0,"stat_high","19","in","59","9928","l'a invité au concert.","22716","59",1,"sg","sg",1,0,9,"stat","high",0,1,14,"25"
"90",6,1580288072,"03177178d7d0f0e95ef9220a701a8d74","completion",16,0,"stat_high","3","in","57","10238","ont raconté de sacrés potins sur leur employeur.","36340","59",0,"pl","pl",1,1,10,"stat","high",0,1,14,"25"
"91",6,1580288072,"03177178d7d0f0e95ef9220a701a8d74","completion",29,0,"stat_low","10","in","63","16306","lui faisait de l'oeil.","17045","93",0,"sg","sg",1,1,11,"stat","low",0,0,14,"25"
"92",6,1580288072,"03177178d7d0f0e95ef9220a701a8d74","completion",45,0,"stat_low","18","in","99","18508","en réalité était le fils du patron.","24581","99",1,"sg","sg",1,1,12,"stat","low",0,0,14,"25"
"93",6,1580288072,"03177178d7d0f0e95ef9220a701a8d74","completion",24,0,"stat_high","7","in","70","15813","étaient subjugués par le concert.","26996","70",1,"pl","pl",1,1,13,"stat","high",0,1,14,"25"
"94",6,1580288072,"03177178d7d0f0e95ef9220a701a8d74","completion",20,0,"stat_high","5","in","81","10485","ont su lui donner de bons conseils.","30572","81",1,"pl","pl",1,1,14,"stat","high",0,1,14,"25"
"95",6,1580288072,"03177178d7d0f0e95ef9220a701a8d74","completion",17,0,"stat_low","4","in","93","11142","est morte l'année dernière.","14180","93",1,"pl","sg",0,1,15,"stat","low",0,0,14,"25"
"96",6,1580288072,"03177178d7d0f0e95ef9220a701a8d74","completion",40,0,"stat_high","15","in","75","22908","ont été très aimables.","11121","75",1,"pl","pl",1,1,16,"stat","high",0,1,14,"25"
"97",6,1580288072,"03177178d7d0f0e95ef9220a701a8d74","completion",37,0,"stat_low","14","in","108","8060","était devant.","22581","108",1,"sg","sg",1,1,17,"stat","low",0,0,14,"25"
"98",6,1580288072,"03177178d7d0f0e95ef9220a701a8d74","completion",21,0,"stat_low","6","in","116","10765","ne savaient pas ce qu'ils faisaient.","12796","116",1,"pl","pl",1,1,18,"stat","low",0,0,14,"25"
"99",6,1580288072,"03177178d7d0f0e95ef9220a701a8d74","completion",44,0,"stat_high","17","in","79","8806","a vécu en 1945.","12317","79",1,"pl","sg",0,1,19,"stat","high",0,1,14,"25"
"100",6,1580288072,"03177178d7d0f0e95ef9220a701a8d74","completion",33,0,"stat_low","12","in","104","8740","lui a offert un disque.","9461","104",1,"sg","sg",1,1,20,"stat","low",0,0,14,"25"
"101",7,1580295577,"836cc3f600d22fac3128976c112e5682","completion",38,0,"stat_high","14","in","80","11665","manifestait pour l'égalité homme/femme","22670","80",1,"sg","sg",1,0,1,"stat","high",0,1,20,"21"
"102",7,1580295577,"836cc3f600d22fac3128976c112e5682","completion",30,0,"stat_high","10","in","55","18053"," on supporté l'équipe de baseball","33020","55",1,"sg","sg",1,0,2,"stat","high",0,1,20,"21"
"103",7,1580295577,"836cc3f600d22fac3128976c112e5682","completion",14,0,"stat_high","2","in","70","9013","a gagné la course","11614","70",1,"pl","sg",0,0,3,"stat","high",0,1,20,"21"
"104",7,1580295577,"836cc3f600d22fac3128976c112e5682","completion",26,0,"stat_high","8","in","58","8333","ont subi une agression","16206","58",1,"sg","pl",0,0,4,"stat","high",0,1,20,"21"
"105",7,1580295577,"836cc3f600d22fac3128976c112e5682","completion",39,0,"stat_low","15","in","96","11390","est parti en vacance","12262","96",1,"pl","sg",0,0,5,"stat","low",0,0,20,"21"
"106",7,1580295577,"836cc3f600d22fac3128976c112e5682","completion",31,0,"stat_low","11","in","97","7693","a été transportée à  l'hôpital","24126","97",1,"pl","sg",0,0,6,"stat","low",0,0,20,"21"
"107",7,1580295577,"836cc3f600d22fac3128976c112e5682","completion",22,0,"stat_high","6","in","70","11997","lui ont fait subir la torture","19381","70",1,"pl","pl",1,0,7,"stat","high",0,1,20,"21"
"108",7,1580295577,"836cc3f600d22fac3128976c112e5682","completion",42,0,"stat_high","16","in","55","11069","ont monté un coup contre lui","23757","55",1,"pl","pl",1,0,8,"stat","high",0,1,20,"21"
"109",7,1580295577,"836cc3f600d22fac3128976c112e5682","completion",19,0,"stat_low","5","in","98","5765","lui ont administré de mauvais soins","41397","98",1,"pl","pl",1,0,9,"stat","low",0,0,20,"21"
"110",7,1580295577,"836cc3f600d22fac3128976c112e5682","completion",43,0,"stat_low","17","in","98","7742","ont fait du mauvais travail","16933","98",1,"pl","pl",1,1,10,"stat","low",0,0,20,"21"
"111",7,1580295577,"836cc3f600d22fac3128976c112e5682","completion",50,0,"stat_high","20","in","51","10909","a subi une mutinerie","13422","51",1,"sg","sg",1,1,11,"stat","high",0,1,20,"21"
"112",7,1580295577,"836cc3f600d22fac3128976c112e5682","completion",18,0,"stat_high","4","in","55","9365","a une renommée mondiale","32358","55",1,"pl","sg",0,1,12,"stat","high",0,1,20,"21"
"113",7,1580295577,"836cc3f600d22fac3128976c112e5682","completion",34,0,"stat_high","12","in","55","15933","est très séduisant","13901","55",1,"sg","sg",1,1,13,"stat","high",0,1,20,"21"
"114",7,1580295577,"836cc3f600d22fac3128976c112e5682","completion",35,0,"stat_low","13","in","96","6950","lui a fait des avances","18366","96",1,"sg","sg",1,1,14,"stat","low",0,0,20,"21"
"115",7,1580295577,"836cc3f600d22fac3128976c112e5682","completion",27,0,"stat_low","9","in","95","9941","s'occupe de la gestion des équipes","50605","95",1,"sg","sg",1,1,15,"stat","low",0,0,20,"21"
"116",7,1580295577,"836cc3f600d22fac3128976c112e5682","completion",23,0,"stat_low","7","in","108","8853","s'est produit sur scène dimanche soir","31478","108",1,"pl","sg",0,1,16,"stat","low",0,0,20,"21"
"117",7,1580295577,"836cc3f600d22fac3128976c112e5682","completion",11,0,"stat_low","1","in","111","29750","a été poursuivi en justice","13710","111",1,"pl","sg",0,1,17,"stat","low",0,0,20,"21"
"118",7,1580295577,"836cc3f600d22fac3128976c112e5682","completion",46,0,"stat_high","18","in","69","11462","est connu pour son savoir faire","23566","69",1,"sg","sg",1,1,18,"stat","high",0,1,20,"21"
"119",7,1580295577,"836cc3f600d22fac3128976c112e5682","completion",15,0,"stat_low","3","in","111","17541","a été assasiné","11726","111",1,"pl","sg",0,1,19,"stat","low",0,0,20,"21"
"120",7,1580295577,"836cc3f600d22fac3128976c112e5682","completion",47,0,"stat_low","19","in","107","38814","s'occupe des coiffures","18749","107",1,"sg","sg",1,1,20,"stat","low",0,0,20,"21"
"121",8,1580302472,"24cb4398afc527c8c93fd2cdd8baed72","completion",13,0,"stat_low","2","in","116","17265","s'entraine","9478","116",1,"pl","sg",0,0,1,"stat","low",0,0,15,"49"
"122",8,1580302472,"24cb4398afc527c8c93fd2cdd8baed72","completion",40,0,"stat_high","15","in","73","30157","était malade","8292","75",0,"pl","sg",0,0,2,"stat","high",0,1,15,"49"
"123",8,1580302472,"24cb4398afc527c8c93fd2cdd8baed72","completion",37,0,"stat_low","14","in","108","10957","etait si joli garçon","13694","108",1,"sg","sg",1,0,3,"stat","low",0,0,15,"49"
"124",8,1580302472,"24cb4398afc527c8c93fd2cdd8baed72","completion",12,0,"stat_high","1","in","65","29638","passe à  la TV","8765","59",0,"pl","sg",0,0,4,"stat","high",0,1,15,"49"
"125",8,1580302472,"24cb4398afc527c8c93fd2cdd8baed72","completion",29,0,"stat_low","10","in","91","13462","s'entrainent en bas","18578","93",0,"sg","pl",0,0,5,"stat","low",0,0,15,"49"
"126",8,1580302472,"24cb4398afc527c8c93fd2cdd8baed72","completion",45,0,"stat_low","18","in","99","8711","jouent dans cette série","12654","99",1,"sg","pl",0,0,6,"stat","low",0,0,15,"49"
"127",8,1580302472,"24cb4398afc527c8c93fd2cdd8baed72","completion",32,0,"stat_high","11","in","48","39134","est une relation du coté de sa femme","20270","48",1,"pl","sg",0,0,7,"stat","high",0,1,15,"49"
"128",8,1580302472,"24cb4398afc527c8c93fd2cdd8baed72","completion",16,0,"stat_high","3","in","59","23222","taillent si bien lmes haies","15669","59",1,"pl","pl",1,0,8,"stat","high",0,1,15,"49"
"129",8,1580302472,"24cb4398afc527c8c93fd2cdd8baed72","completion",48,0,"stat_high","19","in","59","13886","se produisent demain à  Toulouse","14518","59",1,"sg","pl",0,0,9,"stat","high",0,1,15,"49"
"130",8,1580302472,"24cb4398afc527c8c93fd2cdd8baed72","completion",25,0,"stat_low","8","in","97","24054","suivent ses cours de langue du mardi","14940","97",1,"sg","pl",0,1,10,"stat","low",0,0,15,"49"
"131",8,1580302472,"24cb4398afc527c8c93fd2cdd8baed72","completion",24,0,"stat_high","7","in","70","21038","est passé hier soir à  la TV","16718","70",1,"pl","sg",0,1,11,"stat","high",0,1,15,"49"
"132",8,1580302472,"24cb4398afc527c8c93fd2cdd8baed72","completion",44,0,"stat_high","17","in","79","14998","s'est fait viré","9878","79",1,"pl","sg",0,1,12,"stat","high",0,1,15,"49"
"133",8,1580302472,"24cb4398afc527c8c93fd2cdd8baed72","completion",20,0,"stat_high","5","in","81","19086","passe a la tv avec michel siemmes","17525","81",1,"pl","sg",0,1,13,"stat","high",0,1,15,"49"
"134",8,1580302472,"24cb4398afc527c8c93fd2cdd8baed72","completion",49,0,"stat_low","20","in","67","24406","se sont mutinés ","21613","100",0,"sg","pl",0,1,14,"stat","low",0,0,15,"49"
